,PseKNC_5_Xc1.AAA,PseKNC_5_Xc1.AAC,PseKNC_5_Xc1.AAG,PseKNC_5_Xc1.AAT,PseKNC_5_Xc1.ACA,PseKNC_5_Xc1.ACC,PseKNC_5_Xc1.ACG,PseKNC_5_Xc1.ACT,PseKNC_5_Xc1.AGA,PseKNC_5_Xc1.AGC,PseKNC_5_Xc1.AGG,PseKNC_5_Xc1.AGT,PseKNC_5_Xc1.ATA,PseKNC_5_Xc1.ATC,PseKNC_5_Xc1.ATG,PseKNC_5_Xc1.ATT,PseKNC_5_Xc1.CAA,PseKNC_5_Xc1.CAC,PseKNC_5_Xc1.CAG,PseKNC_5_Xc1.CAT,PseKNC_5_Xc1.CCA,PseKNC_5_Xc1.CCC,PseKNC_5_Xc1.CCG,PseKNC_5_Xc1.CCT,PseKNC_5_Xc1.CGA,PseKNC_5_Xc1.CGC,PseKNC_5_Xc1.CGG,PseKNC_5_Xc1.CGT,PseKNC_5_Xc1.CTA,PseKNC_5_Xc1.CTC,PseKNC_5_Xc1.CTG,PseKNC_5_Xc1.CTT,PseKNC_5_Xc1.GAA,PseKNC_5_Xc1.GAC,PseKNC_5_Xc1.GAG,PseKNC_5_Xc1.GAT,PseKNC_5_Xc1.GCA,PseKNC_5_Xc1.GCC,PseKNC_5_Xc1.GCG,PseKNC_5_Xc1.GCT,PseKNC_5_Xc1.GGA,PseKNC_5_Xc1.GGC,PseKNC_5_Xc1.GGG,PseKNC_5_Xc1.GGT,PseKNC_5_Xc1.GTA,PseKNC_5_Xc1.GTC,PseKNC_5_Xc1.GTG,PseKNC_5_Xc1.GTT,PseKNC_5_Xc1.TAA,PseKNC_5_Xc1.TAC,PseKNC_5_Xc1.TAG,PseKNC_5_Xc1.TAT,PseKNC_5_Xc1.TCA,PseKNC_5_Xc1.TCC,PseKNC_5_Xc1.TCG,PseKNC_5_Xc1.TCT,PseKNC_5_Xc1.TGA,PseKNC_5_Xc1.TGC,PseKNC_5_Xc1.TGG,PseKNC_5_Xc1.TGT,PseKNC_5_Xc1.TTA,PseKNC_5_Xc1.TTC,PseKNC_5_Xc1.TTG,PseKNC_5_Xc1.TTT,PseKNC_5_Xc2.lambda.1,PseKNC_5_Xc2.lambda.2,PseKNC_5_Xc2.lambda.3,PseKNC_5_Xc2.lambda.4,PseKNC_5_Xc2.lambda.5
DVU3262,0,0.002,0.002,0,0.002,0.004,0.004,0.002,0.002,0.002,0.003,0,0,0.002,0.002,0,0.002,0.004,0.002,0.004,0.004,0.004,0.007,0.004,0.005,0.008,0.007,0.003,0.002,0.004,0.003,0.001,0.003,0.004,0.003,0,0.004,0.008,0.007,0.002,0.002,0.008,0.005,0.002,0.001,0.002,0.004,0.001,0,0.002,0,0,0.002,0.002,0.005,0.001,0.001,0.004,0.003,0.001,0,0.002,0,0,0.211,0.151,0.149,0.162,0.153
DVU3263,0,0.003,0.001,0.001,0.002,0.006,0.004,0.001,0.002,0.001,0.002,0,0.001,0.002,0.003,0,0.002,0.004,0.002,0.004,0.003,0.003,0.008,0.003,0.005,0.009,0.003,0.003,0.001,0.002,0.006,0.003,0.003,0.005,0.001,0.001,0.004,0.006,0.007,0.005,0.002,0.005,0.003,0.002,0.001,0.002,0.002,0.001,0,0.002,0,0,0.003,0.002,0.003,0.002,0.001,0.007,0.003,0.001,0,0.003,0.001,0,0.212,0.152,0.152,0.154,0.161
DVU3264,0.001,0.003,0.002,0.001,0.002,0.003,0.004,0.001,0.001,0.001,0.004,0,0,0.003,0.004,0.001,0.002,0.003,0.001,0.004,0.004,0.008,0.006,0.004,0.005,0.006,0.005,0.004,0,0.002,0.004,0.003,0.003,0.003,0.002,0.002,0.002,0.009,0.006,0.003,0.003,0.007,0.004,0.003,0.001,0.002,0.005,0,0,0.001,0,0,0.002,0.002,0.004,0.002,0.002,0.006,0.004,0.002,0,0.003,0.002,0,0.208,0.151,0.146,0.163,0.156
DVU3265,0,0.001,0.001,0,0.002,0.006,0.005,0.002,0,0.002,0.003,0.001,0.001,0.003,0.001,0,0.001,0.005,0.004,0.004,0.004,0.007,0.009,0.003,0.005,0.01,0.004,0.003,0.003,0.003,0.003,0.001,0.001,0.007,0.001,0,0.004,0.009,0.006,0.002,0.002,0.005,0.007,0.002,0,0.002,0.003,0.001,0,0.003,0,0,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.001,0,0.001,0.001,0,0.212,0.156,0.141,0.162,0.157
DVU3266,0.001,0.001,0.002,0,0.002,0.002,0.003,0,0.002,0.002,0.003,0.001,0.001,0.002,0.004,0.001,0.001,0.001,0.003,0.003,0.002,0.004,0.005,0.004,0.004,0.005,0.007,0.003,0.001,0.003,0.004,0.004,0.002,0.004,0.002,0.003,0.004,0.006,0.007,0.004,0.003,0.008,0.007,0.003,0.001,0.003,0.005,0.001,0,0,0,0.001,0.002,0.003,0.005,0.003,0.002,0.006,0.004,0.002,0,0.004,0.002,0.002,0.205,0.153,0.148,0.164,0.148
DVU3267,0,0,0.001,0,0.002,0.003,0.003,0.002,0.001,0.002,0.001,0.001,0,0.002,0.002,0.001,0.001,0.003,0.003,0.003,0.003,0.006,0.006,0.006,0.003,0.007,0.005,0.003,0.002,0.004,0.007,0.003,0.001,0.005,0.001,0,0.004,0.008,0.005,0.006,0.001,0.006,0.006,0.003,0.001,0.003,0.002,0.002,0,0.002,0,0.001,0.001,0.004,0.006,0.002,0.001,0.007,0.003,0.001,0,0.004,0.001,0.001,0.206,0.159,0.141,0.157,0.161
DVU3268,0.001,0.002,0.001,0.001,0.002,0.003,0.005,0.002,0.001,0.001,0.002,0.001,0,0.003,0.002,0.001,0.001,0.004,0.003,0.004,0.003,0.007,0.007,0.003,0.005,0.009,0.005,0.005,0.001,0.003,0.003,0.002,0.003,0.005,0.001,0.001,0.004,0.006,0.006,0.002,0.002,0.005,0.003,0.002,0.001,0.003,0.004,0.001,0,0.002,0,0.001,0.002,0.003,0.005,0.002,0.002,0.004,0.003,0.001,0,0.003,0.001,0.001,0.213,0.148,0.152,0.162,0.152
DVU3269,0,0.002,0.002,0,0.001,0.003,0.004,0.001,0.002,0.002,0.003,0.001,0,0.002,0.003,0,0.002,0.003,0.003,0.005,0.003,0.005,0.006,0.004,0.005,0.008,0.006,0.003,0,0.004,0.003,0.003,0.003,0.004,0.003,0.001,0.005,0.007,0.007,0.003,0.003,0.007,0.004,0.003,0.001,0.003,0.004,0.001,0,0.001,0,0,0.003,0.003,0.004,0.002,0.002,0.006,0.003,0.002,0,0.003,0.002,0,0.209,0.148,0.155,0.157,0.153
DVU3270,0,0.002,0.002,0.001,0.002,0.004,0.003,0.001,0.001,0.001,0.002,0.001,0,0.003,0.003,0,0.003,0.002,0.001,0.004,0.003,0.005,0.005,0.005,0.002,0.007,0.003,0.004,0.002,0.004,0.006,0.003,0.001,0.003,0.002,0.001,0.003,0.006,0.003,0.006,0.002,0.005,0.003,0.004,0.001,0.002,0.006,0.003,0,0.002,0,0.001,0.003,0.003,0.005,0.004,0.002,0.005,0.005,0.004,0,0.006,0.001,0,0.208,0.153,0.145,0.162,0.154
DVU3271,0,0.002,0.003,0.001,0.001,0.003,0.003,0.001,0.002,0.002,0.002,0.001,0.001,0.003,0.003,0.001,0.003,0.003,0.001,0.005,0.004,0.003,0.004,0.004,0.003,0.006,0.004,0.005,0.001,0.005,0.005,0.004,0.003,0.002,0.001,0.001,0.004,0.006,0.004,0.005,0.002,0.006,0.004,0.003,0.001,0.003,0.005,0.002,0,0.002,0.001,0,0.003,0.003,0.006,0.003,0.001,0.005,0.006,0.002,0,0.006,0.001,0.001,0.208,0.152,0.146,0.159,0.156
DVU3272,0.001,0.004,0.005,0,0.002,0.004,0.002,0.002,0.003,0.004,0.004,0.002,0.001,0.002,0.002,0.001,0.004,0.001,0.003,0.004,0.004,0.005,0.004,0.007,0.007,0.006,0.003,0.003,0.002,0.004,0.003,0.003,0.005,0.002,0.005,0.001,0.003,0.01,0.007,0.003,0.002,0.008,0.001,0.001,0,0.001,0.003,0.001,0,0.002,0.001,0.001,0.003,0.002,0.006,0.001,0.001,0.004,0.003,0,0,0.004,0.001,0.001,0.199,0.154,0.146,0.167,0.148
DVU3273,0.002,0.003,0.007,0.001,0.003,0.003,0.005,0.003,0.004,0.004,0.004,0.001,0.001,0.004,0.002,0.001,0.006,0.002,0.003,0.003,0.004,0.004,0.005,0.001,0.006,0.007,0.003,0.002,0.002,0.005,0.003,0.001,0.006,0.004,0.003,0.003,0.004,0.004,0.005,0.003,0.004,0.003,0.001,0.002,0.001,0.001,0.002,0,0,0.004,0,0.001,0.003,0.003,0.003,0.004,0.002,0.003,0.002,0,0,0.002,0,0.001,0.203,0.15,0.147,0.16,0.159
DVU3274,0,0.001,0.002,0.001,0.002,0.004,0.004,0.001,0.002,0.003,0.003,0.001,0.001,0.003,0.002,0.001,0.002,0.003,0.002,0.004,0.003,0.004,0.007,0.004,0.006,0.008,0.004,0.003,0.001,0.002,0.005,0.003,0.002,0.005,0.004,0.001,0.004,0.008,0.006,0.004,0.002,0.007,0.002,0.001,0.002,0.002,0.003,0.001,0,0.002,0.001,0.001,0.002,0.002,0.005,0.002,0.002,0.004,0.002,0.004,0,0.004,0.001,0.001,0.211,0.151,0.153,0.151,0.162
DVU3275,0,0.001,0.001,0.001,0,0.004,0.004,0.001,0,0.004,0.002,0,0,0.002,0.004,0,0.004,0.002,0.002,0.004,0.002,0.006,0.012,0.002,0.005,0.013,0.005,0.005,0.001,0.001,0.004,0,0,0.004,0.002,0.001,0.01,0.007,0.01,0.001,0.002,0.007,0,0.001,0,0.004,0.001,0.002,0,0.001,0,0,0,0.006,0.002,0.001,0.001,0.004,0.004,0,0,0.002,0,0,0.214,0.151,0.148,0.17,0.148
DVU3276,0,0.002,0.008,0.002,0.002,0.001,0.004,0.006,0.004,0.001,0.002,0.005,0,0,0.003,0,0.002,0.003,0.001,0,0,0.003,0.004,0.003,0.005,0,0.004,0.006,0.001,0.002,0.008,0.001,0.01,0.006,0.003,0,0.002,0.005,0.005,0.002,0.004,0.005,0.001,0.002,0,0.003,0.009,0.006,0,0.002,0.001,0,0.002,0.001,0.002,0.001,0.006,0.008,0.005,0.005,0.002,0.001,0.004,0.001,0.201,0.155,0.137,0.15,0.176
DVU3277,0.004,0.004,0.006,0,0.006,0.002,0.002,0,0,0.008,0.002,0.002,0,0.002,0.002,0,0.002,0.002,0.006,0.002,0,0.006,0.002,0.004,0.002,0.004,0.006,0.002,0.004,0,0.006,0.006,0.008,0.004,0,0,0.002,0.004,0.01,0.01,0.004,0.006,0.006,0.002,0,0.002,0.004,0,0.002,0,0,0.002,0.004,0,0,0.002,0.006,0.008,0.004,0,0,0.002,0.006,0.002,0.192,0.143,0.15,0.157,0.171
DVU3278,0,0.002,0.001,0.001,0.002,0.003,0.003,0.001,0.001,0.002,0.003,0.001,0,0.003,0.002,0,0.002,0.003,0.004,0.004,0.003,0.004,0.006,0.004,0.002,0.007,0.007,0.004,0,0.003,0.005,0.002,0.001,0.003,0.002,0.001,0.004,0.006,0.008,0.004,0.003,0.007,0.006,0.004,0.001,0.004,0.005,0,0,0.001,0,0.001,0.004,0.003,0.004,0.002,0.002,0.005,0.004,0.002,0,0.002,0.001,0,0.21,0.155,0.142,0.164,0.154
DVU3279,0.001,0.002,0.002,0,0.002,0.004,0.003,0.002,0.001,0.002,0.003,0,0,0.003,0.002,0,0.002,0.004,0.002,0.004,0.004,0.005,0.007,0.003,0.005,0.008,0.006,0.003,0.001,0.004,0.005,0.001,0.003,0.004,0.002,0.001,0.003,0.008,0.008,0.004,0.002,0.009,0.004,0.002,0,0.003,0.003,0.001,0,0,0,0.001,0.003,0.002,0.005,0.002,0.001,0.005,0.004,0.001,0,0.002,0.001,0,0.209,0.161,0.139,0.163,0.154
DVU3281,0.001,0.003,0.004,0.001,0.003,0.005,0.003,0.002,0.002,0.004,0.005,0,0.001,0.002,0.003,0.001,0.003,0.005,0.005,0.003,0.006,0.003,0.004,0.004,0.006,0.006,0.002,0.004,0.001,0.003,0.003,0.002,0.005,0.004,0.002,0.002,0.005,0.007,0.006,0.001,0.002,0.004,0.002,0.003,0.001,0.002,0.004,0.002,0,0.001,0,0.001,0.002,0.003,0.005,0.001,0.003,0.004,0.002,0.001,0,0.004,0.001,0.001,0.207,0.152,0.15,0.157,0.154
DVU3282,0,0.001,0.001,0.001,0.002,0.003,0.004,0.002,0.002,0.001,0.003,0.001,0.001,0.001,0.005,0,0.001,0.004,0.003,0.004,0.002,0.003,0.004,0.002,0.004,0.009,0.006,0.003,0.001,0.002,0.003,0.003,0.002,0.004,0.003,0.002,0.005,0.005,0.008,0.003,0.004,0.006,0.004,0.003,0.001,0.002,0.004,0.002,0,0.002,0,0,0.002,0.001,0.005,0.001,0.002,0.005,0.005,0.002,0,0.003,0.002,0,0.215,0.142,0.159,0.16,0.152
DVU3283,0,0.004,0.002,0,0.004,0.009,0.006,0.002,0.004,0.002,0.003,0,0.001,0.002,0.002,0,0.004,0.002,0.004,0.002,0.003,0.006,0.005,0.008,0.01,0.004,0.001,0.005,0.002,0.005,0.003,0.004,0.002,0.012,0.002,0,0.002,0.005,0.005,0.002,0.001,0.003,0.001,0.002,0.001,0.002,0.002,0.002,0,0.002,0,0.002,0.004,0.002,0.004,0.003,0.002,0.004,0.002,0.001,0,0.004,0.002,0.001,0.2,0.15,0.147,0.151,0.168
DVU3284,0,0.001,0.002,0,0.002,0.004,0.002,0.001,0.001,0.002,0.002,0.001,0,0.004,0.003,0.001,0.002,0.003,0.002,0.006,0.005,0.004,0.006,0.004,0.002,0.007,0.005,0.004,0.001,0.004,0.004,0.003,0.002,0.002,0.001,0.001,0.003,0.008,0.003,0.005,0.001,0.006,0.002,0.003,0.001,0.004,0.005,0.002,0,0.002,0,0,0.004,0.003,0.007,0.003,0.002,0.004,0.003,0.003,0,0.005,0.001,0,0.208,0.16,0.14,0.163,0.153
DVU3285,0.007,0.002,0.004,0.002,0.002,0.002,0.001,0.001,0,0.001,0.003,0.002,0.001,0.001,0.005,0.002,0.002,0.001,0,0.003,0,0.002,0.004,0.003,0.002,0.001,0.006,0.004,0.001,0.001,0.003,0.002,0.006,0.001,0.001,0.003,0.001,0.004,0.007,0.002,0.006,0.007,0.01,0.003,0.002,0.002,0.007,0.003,0.001,0.002,0.001,0.001,0.003,0.001,0.001,0.001,0.003,0.005,0.007,0.004,0.001,0.002,0.004,0.002,0.2,0.152,0.168,0.144,0.154
DVU3286,0,0.001,0,0.003,0.001,0,0.003,0.003,0,0.001,0.001,0.003,0.003,0,0.008,0.003,0,0.001,0.004,0.004,0.001,0,0,0.001,0.001,0.003,0.003,0.003,0,0.003,0.003,0.003,0,0.001,0.001,0.003,0.004,0.001,0.003,0.001,0.004,0.001,0.001,0.001,0.001,0.005,0.005,0.006,0.004,0.003,0,0.004,0.003,0.001,0.004,0.003,0.001,0.004,0.003,0.011,0.006,0.003,0.004,0.01,0.219,0.146,0.152,0.163,0.163
DVU3287,0,0.002,0.001,0.001,0.002,0.003,0.003,0.001,0.001,0.001,0.003,0.001,0.001,0.002,0.004,0.001,0.001,0.003,0.003,0.004,0.002,0.004,0.005,0.004,0.004,0.007,0.005,0.004,0.001,0.002,0.005,0.002,0.002,0.004,0.002,0.002,0.005,0.006,0.007,0.004,0.003,0.007,0.005,0.002,0.001,0.002,0.005,0.002,0,0.001,0,0.001,0.002,0.001,0.004,0.002,0.002,0.007,0.005,0.001,0,0.003,0.002,0.001,0.212,0.15,0.151,0.158,0.157
DVU3288,0.007,0.001,0.001,0.004,0.006,0.001,0.001,0.003,0.003,0,0.001,0,0.006,0.004,0.001,0.007,0.004,0.001,0,0.007,0.003,0.001,0,0.003,0,0.003,0,0,0.006,0.003,0.003,0.001,0,0.004,0,0.001,0,0.001,0.001,0.004,0.001,0,0,0,0,0,0,0.001,0.003,0.004,0.003,0.006,0.004,0.003,0,0.003,0.003,0.004,0,0.001,0.004,0.003,0.004,0.006,0.207,0.156,0.158,0.153,0.176
DVU3289,0.004,0.002,0,0.004,0.003,0.002,0.002,0.001,0.004,0.001,0.003,0,0.003,0.001,0.007,0.001,0.002,0.001,0.003,0.003,0.001,0.001,0.006,0,0.007,0.002,0.004,0.004,0,0.001,0.001,0,0.004,0.005,0.005,0.002,0.002,0.003,0.008,0,0.004,0.007,0.007,0.004,0,0.003,0.007,0.001,0.001,0,0,0.002,0.003,0.002,0.001,0.001,0.001,0.003,0.008,0.003,0,0.002,0,0,0.203,0.145,0.147,0.16,0.172
DVU3290,0,0.001,0.003,0,0.002,0.004,0.003,0.001,0.002,0.002,0.003,0,0,0.003,0.003,0,0.002,0.004,0.003,0.004,0.003,0.005,0.007,0.003,0.004,0.009,0.005,0.003,0.001,0.003,0.003,0.003,0.003,0.004,0.002,0.001,0.004,0.007,0.007,0.003,0.002,0.006,0.003,0.002,0.001,0.003,0.003,0,0,0.002,0,0.001,0.003,0.002,0.004,0.002,0.002,0.003,0.003,0.002,0,0.003,0.001,0.001,0.21,0.146,0.156,0.157,0.154
DVU3291,0.001,0.003,0.002,0.001,0.002,0.004,0.003,0.001,0.002,0.001,0.003,0.001,0.001,0.004,0.003,0,0.004,0.003,0.002,0.005,0.004,0.005,0.006,0.003,0.004,0.008,0.005,0.003,0.001,0.004,0.004,0.001,0.002,0.003,0.003,0.001,0.005,0.007,0.006,0.004,0.002,0.008,0.003,0.002,0.001,0.002,0.004,0,0,0.002,0,0,0.002,0.003,0.004,0.001,0.001,0.005,0.003,0.001,0,0.001,0,0,0.213,0.152,0.151,0.162,0.151
DVU3292,0,0.003,0.002,0,0.002,0.004,0.004,0.001,0.001,0.002,0.002,0.001,0,0.003,0.002,0,0.002,0.003,0.002,0.004,0.003,0.005,0.007,0.003,0.005,0.008,0.006,0.004,0.001,0.003,0.003,0.002,0.002,0.005,0.002,0.001,0.005,0.006,0.008,0.003,0.002,0.008,0.004,0.003,0.001,0.002,0.005,0.001,0,0.001,0,0,0.001,0.002,0.004,0.002,0.001,0.004,0.005,0.001,0,0.002,0.001,0,0.211,0.151,0.15,0.159,0.158
DVU3293,0.001,0.003,0.002,0,0.002,0.004,0.005,0.002,0.002,0.002,0.002,0,0,0.003,0.003,0,0.002,0.005,0.003,0.004,0.004,0.006,0.005,0.004,0.005,0.007,0.006,0.004,0.001,0.004,0.003,0.002,0.003,0.004,0.002,0.001,0.005,0.007,0.005,0.003,0.002,0.007,0.004,0.003,0.001,0.003,0.003,0.001,0,0.001,0,0.001,0.003,0.002,0.005,0.002,0.001,0.005,0.003,0.001,0,0.003,0,0,0.208,0.154,0.142,0.165,0.153
DVU3294,0,0.002,0.001,0,0.001,0.004,0.005,0.001,0.001,0.002,0.002,0,0,0.002,0.003,0,0.001,0.005,0.002,0.004,0.003,0.007,0.006,0.003,0.005,0.009,0.006,0.004,0,0.002,0.003,0.002,0.003,0.003,0.002,0,0.005,0.007,0.008,0.002,0.002,0.007,0.003,0.004,0,0.003,0.005,0.001,0,0.001,0,0,0.002,0.001,0.004,0.001,0.001,0.005,0.004,0.002,0,0.003,0.001,0.001,0.214,0.149,0.152,0.161,0.152
DVU3295,0,0.001,0.001,0,0.001,0.003,0.003,0.001,0,0.001,0.001,0.001,0.001,0.002,0.004,0.001,0.001,0.002,0.001,0.005,0.003,0.002,0.005,0.002,0.002,0.006,0.004,0.005,0.002,0.002,0.007,0.003,0.001,0.001,0.002,0.001,0.003,0.005,0.006,0.006,0.001,0.009,0.004,0.004,0.002,0.004,0.006,0.002,0,0.003,0,0.001,0.002,0.002,0.004,0.003,0.002,0.004,0.008,0.004,0,0.004,0.002,0.001,0.218,0.151,0.148,0.16,0.158
DVU3296,0.001,0.002,0.001,0.001,0.002,0.005,0.002,0.001,0.002,0.002,0.002,0.001,0.001,0.008,0.003,0,0.001,0.003,0.003,0.009,0.004,0.004,0.005,0.003,0.002,0.004,0.005,0.003,0.001,0.004,0.004,0.003,0.002,0.003,0.002,0.002,0.005,0.004,0.002,0.004,0.003,0.006,0.005,0.002,0.001,0.003,0.004,0.001,0,0.002,0.001,0,0.005,0.003,0.005,0.004,0.002,0.003,0.004,0.003,0,0.003,0.001,0,0.203,0.158,0.144,0.161,0.156
DVU3297,0,0.001,0.001,0,0.002,0.003,0.003,0.001,0.001,0.002,0.001,0.001,0,0.003,0.003,0,0.001,0.004,0.002,0.004,0.003,0.003,0.004,0.004,0.003,0.006,0.008,0.005,0.001,0.004,0.005,0.003,0.002,0.002,0.001,0.001,0.003,0.006,0.007,0.006,0.002,0.008,0.005,0.003,0.001,0.004,0.005,0.002,0,0.002,0,0,0.003,0.003,0.007,0.003,0.001,0.005,0.004,0.003,0,0.004,0.001,0.001,0.212,0.154,0.147,0.157,0.156
DVU3298,0,0,0.001,0,0,0.004,0.004,0.001,0.002,0.002,0.003,0.001,0.001,0.001,0.004,0.001,0.001,0.002,0.003,0.003,0.002,0.002,0.007,0.004,0.003,0.008,0.007,0.005,0.001,0.004,0.003,0.002,0.001,0.004,0.003,0.002,0.005,0.006,0.007,0.004,0.003,0.007,0.005,0.004,0.002,0.004,0.004,0.001,0,0.002,0,0.001,0.002,0.002,0.005,0.002,0.002,0.005,0.004,0.002,0,0.003,0.002,0,0.213,0.15,0.15,0.162,0.153
DVU3299,0,0.001,0.001,0,0.002,0.002,0.002,0.001,0.001,0.002,0.001,0,0.001,0.005,0.004,0,0.002,0.002,0.002,0.007,0.003,0.003,0.004,0.003,0.001,0.005,0.007,0.005,0.001,0.004,0.003,0.002,0.001,0.002,0.001,0.002,0.003,0.005,0.005,0.004,0.002,0.008,0.007,0.005,0.001,0.004,0.005,0.003,0,0.001,0,0.001,0.005,0.003,0.007,0.002,0.002,0.003,0.006,0.002,0,0.005,0.001,0,0.209,0.154,0.149,0.156,0.16
DVU3300,0.002,0.001,0.003,0.001,0,0.005,0.005,0.001,0.001,0.002,0.002,0.001,0.001,0.001,0.005,0,0.002,0.005,0.002,0.004,0.005,0.005,0.006,0.002,0.002,0.009,0.005,0.007,0,0.001,0.002,0.001,0.002,0.004,0.001,0,0.006,0.006,0.006,0.001,0.002,0.005,0.002,0.003,0.002,0.005,0.005,0.004,0.001,0.001,0.001,0.001,0.002,0.002,0.005,0.002,0.003,0.002,0.003,0.004,0,0.004,0.001,0,0.213,0.142,0.157,0.147,0.176
DVU3301,0,0,0.002,0,0.002,0.002,0.004,0.001,0.003,0.002,0.005,0.001,0,0.001,0.003,0.001,0.001,0.002,0.003,0.003,0.002,0.003,0.006,0.003,0.004,0.008,0.006,0.003,0.001,0,0.004,0.002,0.002,0.005,0.005,0.002,0.003,0.008,0.008,0.004,0.004,0.008,0.008,0.004,0.001,0.003,0.003,0.002,0,0.002,0.001,0,0.002,0,0.004,0.001,0.002,0.005,0.005,0.002,0,0.002,0.003,0.003,0.207,0.148,0.156,0.156,0.155
DVU3302,0.004,0.003,0.003,0.002,0.002,0.004,0.003,0,0.005,0.002,0.002,0.001,0.001,0.004,0.003,0.001,0.003,0.002,0.003,0.003,0.002,0.004,0.007,0.002,0.001,0.007,0.006,0.004,0.001,0.003,0.002,0.003,0.005,0.004,0.003,0.001,0.006,0.003,0.003,0.005,0.003,0.006,0.002,0.002,0,0.002,0.005,0.003,0,0,0,0.002,0.002,0.003,0.004,0.003,0.005,0.002,0.004,0.003,0.001,0.002,0.005,0.003,0.204,0.155,0.146,0.167,0.142
DVU3303,0.001,0.002,0.001,0,0.002,0.004,0.004,0.002,0.002,0.002,0.003,0.001,0,0.002,0.003,0,0.002,0.003,0.003,0.004,0.003,0.006,0.006,0.004,0.006,0.009,0.006,0.003,0.001,0.004,0.004,0.002,0.002,0.005,0.003,0.001,0.004,0.008,0.008,0.003,0.003,0.006,0.004,0.002,0.001,0.003,0.003,0.001,0,0.001,0,0,0.002,0.002,0.006,0.001,0.001,0.005,0.003,0.001,0,0.002,0.001,0,0.209,0.152,0.152,0.156,0.154
DVU3305,0,0.002,0.003,0,0.002,0.004,0.004,0.001,0.002,0.003,0.004,0,0,0.003,0.003,0,0.003,0.003,0.002,0.004,0.002,0.004,0.005,0.004,0.006,0.007,0.006,0.003,0.001,0.004,0.004,0.002,0.003,0.005,0.004,0.001,0.005,0.006,0.007,0.004,0.004,0.007,0.005,0.003,0.001,0.002,0.003,0.001,0,0.001,0,0,0.003,0.002,0.005,0.002,0.001,0.005,0.003,0.001,0,0.003,0.001,0.001,0.208,0.155,0.143,0.161,0.153
DVU3306,0.004,0.002,0.007,0,0.004,0.005,0.005,0,0.004,0.005,0.005,0.001,0,0,0.006,0,0.004,0.005,0.006,0.005,0.004,0.005,0.004,0.005,0.005,0.005,0.005,0.001,0,0,0.002,0.004,0.006,0.006,0.001,0,0.012,0.007,0.006,0,0.004,0.011,0.011,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0.001,0.002,0.005,0.005,0,0,0.002,0.002,0.006,0.195,0.155,0.133,0.181,0.143
DVU3307,0,0.002,0.001,0,0.002,0.004,0.005,0,0.001,0.002,0.002,0,0,0.003,0.003,0,0.002,0.004,0.003,0.005,0.005,0.004,0.005,0.002,0.003,0.008,0.006,0.004,0.001,0.003,0.004,0.002,0.001,0.005,0.001,0.001,0.005,0.007,0.005,0.004,0.002,0.007,0.003,0.004,0.001,0.002,0.005,0.001,0,0.001,0,0,0.002,0.002,0.005,0.002,0.001,0.005,0.005,0.001,0,0.003,0.001,0.001,0.214,0.156,0.14,0.167,0.151
DVU3308,0,0.003,0.001,0,0.003,0.004,0.004,0.002,0.001,0.002,0.003,0,0,0.003,0.004,0.001,0.001,0.005,0.003,0.005,0.005,0.003,0.005,0.002,0.004,0.005,0.006,0.004,0.001,0.003,0.003,0.002,0.002,0.005,0.002,0.001,0.004,0.006,0.005,0.003,0.004,0.006,0.005,0.003,0.001,0.002,0.004,0.002,0,0.001,0.001,0,0.003,0.002,0.005,0.002,0.002,0.005,0.003,0.002,0,0.004,0.001,0,0.211,0.152,0.152,0.162,0.15
DVU3309,0.002,0.002,0.003,0.002,0.003,0.004,0.003,0.001,0.002,0.003,0.003,0.001,0,0.005,0.003,0.001,0.003,0.003,0.003,0.004,0.004,0.002,0.005,0.002,0.004,0.008,0.007,0.003,0.001,0.003,0.004,0.001,0.004,0.004,0.002,0.001,0.005,0.005,0.008,0.004,0.005,0.006,0.006,0.001,0.002,0.001,0.002,0.002,0,0.001,0.001,0.001,0.002,0.003,0.005,0.002,0.001,0.005,0.002,0.002,0,0.002,0.001,0,0.213,0.152,0.151,0.162,0.146
DVU3310,0,0.002,0.002,0.001,0.001,0.005,0.003,0.001,0.001,0.002,0.003,0.001,0,0.003,0.002,0,0.002,0.002,0.003,0.004,0.004,0.005,0.009,0.004,0.005,0.011,0.003,0.004,0,0.004,0.003,0.002,0.003,0.005,0.001,0.001,0.005,0.009,0.006,0.003,0.002,0.005,0.002,0.002,0.001,0.002,0.004,0.001,0,0.001,0,0,0.002,0.003,0.006,0.002,0.002,0.005,0.003,0.001,0,0.003,0.001,0,0.21,0.153,0.15,0.159,0.153
DVU3311,0.002,0.001,0.003,0.003,0.004,0.001,0.002,0.001,0.004,0.003,0.005,0.002,0,0.004,0.004,0.003,0.003,0.002,0.007,0.005,0.003,0,0.002,0.001,0.003,0.002,0.004,0.003,0.001,0.002,0.002,0,0.003,0.004,0.003,0.003,0.007,0.002,0.004,0.003,0.003,0.008,0.005,0.004,0.002,0.002,0.003,0.002,0.001,0.001,0.001,0,0.003,0.003,0.004,0,0.004,0.003,0.006,0,0,0.002,0.004,0.003,0.2,0.159,0.151,0.154,0.159
