,SOCN_Schneider.lag1,SOCN_Schneider.lag2,SOCN_Schneider.lag3,SOCN_Schneider.lag4,SOCN_Schneider.lag5,SOCN_Schneider.lag6,SOCN_Schneider.lag7,SOCN_Schneider.lag8,SOCN_Schneider.lag9,SOCN_Schneider.lag10,SOCN_Schneider.lag11,SOCN_Schneider.lag12,SOCN_Schneider.lag13,SOCN_Schneider.lag14,SOCN_Schneider.lag15,SOCN_Schneider.lag16,SOCN_Schneider.lag17,SOCN_Schneider.lag18,SOCN_Schneider.lag19,SOCN_Schneider.lag20,SOCN_Schneider.lag21,SOCN_Schneider.lag22,SOCN_Schneider.lag23,SOCN_Schneider.lag24,SOCN_Schneider.lag25,SOCN_Schneider.lag26,SOCN_Schneider.lag27,SOCN_Schneider.lag28,SOCN_Schneider.lag29,SOCN_Schneider.lag30,SOCN_Grantham.lag1,SOCN_Grantham.lag2,SOCN_Grantham.lag3,SOCN_Grantham.lag4,SOCN_Grantham.lag5,SOCN_Grantham.lag6,SOCN_Grantham.lag7,SOCN_Grantham.lag8,SOCN_Grantham.lag9,SOCN_Grantham.lag10,SOCN_Grantham.lag11,SOCN_Grantham.lag12,SOCN_Grantham.lag13,SOCN_Grantham.lag14,SOCN_Grantham.lag15,SOCN_Grantham.lag16,SOCN_Grantham.lag17,SOCN_Grantham.lag18,SOCN_Grantham.lag19,SOCN_Grantham.lag20,SOCN_Grantham.lag21,SOCN_Grantham.lag22,SOCN_Grantham.lag23,SOCN_Grantham.lag24,SOCN_Grantham.lag25,SOCN_Grantham.lag26,SOCN_Grantham.lag27,SOCN_Grantham.lag28,SOCN_Grantham.lag29,SOCN_Grantham.lag30
DVU2895,38.065662,41.521503,34.478527,41.276042,43.434664,37.484932,40.144971,36.782499,35.094218,38.888499,30.565248,33.611617,35.299372,31.85605,31.74222,36.86178,33.646648,34.513386,36.468337,31.159575,28.644109,27.454363,25.616669,26.499897,27.810724,29.73094,33.206069,33.986117,28.472843,28.729707,875494,898449,875393,896278,829086,785344,853509,843748,743485,855666,751106,827806,773205,732936,684700,824734,776373,727915,747194,692445,643479,615523,664302,667488,670969,611575,690080,735757,697377,642628
DVU2896,366.720685,376.985694,351.081099,372.444024,374.428545,388.249027,351.117974,367.010238,372.632301,360.310827,376.977378,354.252894,361.068766,382.238696,357.648836,352.558132,341.861085,367.128442,360.81173,353.203171,358.681629,336.836687,359.364603,355.76505,351.674681,362.653846,352.877357,362.416749,360.778378,364.780359,9399956,9513726,9013401,9286258,9478960,9526229,8954595,9211163,9353643,9105041,9435859,8875705,9297901,9341596,9142304,8870394,8580681,9070415,8901754,8672564,9136585,8656951,9068356,8753764,8991680,9244263,9115542,9153615,9310849,9109510
DVU2897,97.450801,106.64204,103.732567,103.389795,110.600961,107.602114,95.591687,96.533178,101.231957,101.463437,99.839825,95.421281,95.106715,97.087317,97.691437,96.236147,99.042375,103.531321,99.423798,93.595714,97.131625,92.611964,91.246311,93.859769,98.29576,87.677963,90.973983,95.433106,98.802009,89.834335,2736404,2893168,2893970,2829728,2967019,2854855,2645966,2749112,2664101,2943109,2856729,2699064,2745031,2623674,2678509,2597924,2828500,3012400,2791811,2690322,2776300,2652413,2531409,2814783,2803428,2426668,2565599,2538256,2776241,2637379
DVU2898,114.249236,119.206217,112.320725,125.04269,125.09993,118.361261,130.129235,121.683865,116.279616,114.660606,111.432754,106.746227,117.681296,112.852683,107.713661,124.070169,119.841988,117.668367,118.224053,115.741199,120.716321,115.779206,104.475465,110.48648,113.542292,104.018674,107.475199,112.464988,114.84812,112.412763,3008765,3112760,3014729,3281250,3311545,3228519,3368057,3135901,3180204,2898846,2950602,2994202,3113656,2981006,2826323,3255085,3119483,3238421,2920070,2949285,3152901,2923381,2795179,2722052,2896132,2883907,2769276,2969157,3020788,2647596
DVU2899,108.288968,110.215093,105.291834,96.484272,106.665079,99.451762,103.436562,106.983343,105.556284,104.959518,102.72755,98.266219,108.387436,108.134002,102.739956,92.619133,99.365037,101.394317,98.64333,100.356748,96.780108,101.889405,100.67034,94.755934,94.285466,107.308452,102.581746,96.133452,94.832045,100.857126,3117439,3118760,2973239,2701297,3061398,3023913,2993821,2982934,2937469,2873480,2990492,2838577,3011503,2949658,2867598,2784835,2863595,2797847,2764949,2850391,2790417,2783251,2767252,2597719,2767458,2818578,2779918,2463915,2684324,2812550
DVU2900,136.236328,144.848867,126.62182,130.05095,132.001908,132.686501,128.750912,122.386047,127.455376,131.601734,128.635156,122.179112,123.597221,123.58273,127.57853,121.771522,123.936565,126.118051,130.016899,125.259551,116.765382,126.051179,120.586951,119.476734,114.492354,122.406417,127.096138,129.509798,112.986121,118.050838,3905444,4035728,3731581,3971524,3792484,3937696,3767352,3876593,3787703,3991014,3731383,3665732,3652870,3657228,3830325,3682181,3751044,3578073,3751122,3895267,3706967,3719250,3602196,3724696,3435860,3559250,3754340,3851099,3516031,3490074
DVU2901,122.072325,120.064469,123.055493,119.524477,106.559149,117.620075,111.218378,119.882725,114.291849,105.675737,111.697841,104.176793,109.267023,113.60792,104.232801,112.757149,105.405838,108.725715,101.888408,109.9892,114.218945,101.16759,107.905686,102.810465,109.043757,111.30685,104.051807,98.486194,96.802573,107.09415,3381569,3280751,3257292,3282928,3220960,3265430,3068075,3220914,3031748,3173167,3019958,2994458,3051604,3184100,2849856,3025925,2957735,2979708,3041043,2817747,2981976,2957481,3133100,3023030,3068429,2942001,2919501,2682696,2759827,2962493
DVU2902,157.959329,174.974339,154.488602,148.868087,152.609595,149.1263,148.214607,146.003359,143.743848,146.110277,151.215321,162.258783,150.878081,138.66144,147.038442,158.94112,156.571944,142.544386,146.441964,153.146925,146.325202,159.857048,138.167525,137.059393,157.828832,143.60311,134.034592,143.525364,135.706619,146.715015,4090799,4385483,4284647,4147957,4154146,3947245,3956287,3786573,3875523,4025785,4154341,4154097,3951200,3879503,3943473,4031208,4124137,3757069,3935587,4277605,3755525,4133538,3933603,3769524,3962231,3903946,3567888,3823313,3856157,3791900
DVU2903,178.830943,186.949717,176.357885,157.691659,180.915371,175.109984,170.065199,173.150173,164.351964,158.640151,154.388942,177.399535,159.19223,170.05762,158.372278,167.808127,176.257317,162.883708,166.654233,165.32801,151.767614,160.370648,160.599613,162.540134,159.74578,167.202051,164.441077,167.40297,166.960088,171.237859,4324122,4393604,4328058,4145768,4338264,4299395,4352416,4424754,4238453,3982872,4079848,4225051,4044841,4238356,3932677,4148791,4246738,4042497,4018914,4039811,4030187,3946792,3990970,4111333,3988757,4178862,3961186,4020631,4113317,4257175
DVU2904,142.962208,134.91397,128.729128,131.957238,134.970776,139.706046,131.015824,134.799549,134.063664,135.763309,133.939293,139.528614,128.187262,120.148363,129.96741,123.446446,137.156737,123.573729,124.832984,126.485199,129.898825,123.205908,128.101968,121.703784,124.206379,119.833589,113.881787,120.139273,119.238825,123.41806,3889336,3629905,3548167,3521290,3504732,3895002,3492843,3605762,3642040,3616994,3543807,3494834,3658188,3285201,3597584,3455029,3697509,3463532,3554646,3416964,3558395,3501496,3610335,3294347,3304654,3328758,3497763,3333901,3276836,3235745
DVU2905,130.738376,145.531181,125.446798,122.789427,132.997785,123.271436,126.215817,132.95579,131.772792,120.880025,125.231157,128.362967,124.471674,119.811268,119.687477,128.016219,124.8452,131.15886,117.759714,121.747444,124.212293,123.131315,126.981515,124.761188,118.997158,121.598396,128.853908,126.85793,122.096699,110.141893,3916089,3993711,3746417,3616965,3783472,3583000,3781144,3709337,3716901,3561129,3700299,3553649,3572959,3610397,3517665,3620402,3519931,3613658,3526349,3559987,3445341,3429799,3888499,3489555,3400440,3327018,3703272,3708157,3684313,3294810
DVU2906,187.622724,178.907493,168.337341,172.365235,187.094104,163.597142,168.703258,177.679519,172.642181,182.211866,174.278759,177.375566,173.307647,176.803979,171.677488,180.070932,163.411787,167.484192,169.833286,156.378425,171.184404,168.714387,170.300738,165.792593,166.784873,165.550338,164.494217,159.952754,172.286355,166.613411,4712666,4575478,4536271,4563019,4652866,4214231,4204785,4504327,4360858,4552205,4214380,4388044,4264514,4582423,4373453,4570834,4105670,4142468,4514014,4294769,4468596,4217622,4320580,4290355,4381956,4261618,4226134,4109217,4366522,4091534
DVU2907,58.818168,70.281158,59.787789,55.194415,60.217861,59.462564,58.950943,57.326636,56.85162,58.711366,57.790904,57.043763,57.540761,52.511986,60.576113,55.992159,57.785984,56.334071,57.654654,53.033206,45.590288,48.601287,50.499548,51.194693,53.43035,47.488897,50.268279,51.963993,52.036423,52.152991,1439856,1570825,1596161,1522551,1460551,1474357,1499816,1475950,1434269,1392002,1341739,1425826,1510648,1334570,1546999,1438694,1518280,1343977,1374338,1396303,1163326,1265014,1265097,1409793,1367752,1239113,1294486,1172596,1282866,1393898
DVU2908,74.41701,74.398174,72.628518,74.219441,75.588032,72.945508,73.064994,76.305317,67.759205,73.678719,65.517767,76.444837,70.473185,73.628944,75.069008,75.403195,67.548286,78.971028,69.355855,67.519386,69.995666,72.449773,76.062745,70.780128,72.693468,68.299086,71.193568,69.668032,69.273563,66.472144,2419571,2222564,2291501,2264546,2186244,2344487,2272296,2320190,2105980,2226662,2074677,2283837,2073142,2283623,2248707,2347187,2041944,2304930,2178388,2194866,2210161,2160603,2163595,2088111,2219704,2039009,2009931,2080709,2053466,1863105
DVU2909,45.191581,49.362924,51.125264,47.645328,47.293755,49.515396,46.820844,44.667336,54.661102,47.762034,50.815339,47.298607,52.488416,47.279788,45.695106,48.665831,49.885464,46.424945,48.84249,45.757699,47.205894,38.168225,35.926575,42.335318,44.1342,45.769712,39.969717,39.107728,38.419145,35.601094,1194836,1290259,1119111,1063467,1216033,1119451,1127555,1071395,1230195,1072916,1087274,1114125,1142082,995656,1000637,1102551,1045050,1067339,1000447,897172,1082698,968318,811169,907101,958741,1002907,951894,948682,928423,837549
DVU2910,66.582143,62.399015,60.483966,50.680148,60.341349,59.732809,53.903722,65.898138,59.520601,66.068377,59.934969,66.293216,62.079088,62.298214,66.836995,64.334328,63.062058,65.150819,64.043288,59.3252,59.465432,61.936479,64.235024,54.360308,57.206054,62.511164,58.025041,53.126227,56.563652,55.431226,2071154,1717840,1775966,1643502,1862003,1731494,1650844,1949735,1648087,2042973,1815708,1880763,1889916,1817587,1935013,1865943,1956751,1769874,1679329,1867035,1724226,1832067,1704239,1754123,1597436,1796834,1573628,1568595,1626319,1505109
DVU2911,94.808841,98.088509,104.874368,85.432199,93.635981,87.895858,89.072265,82.150024,92.774491,86.630115,98.127225,83.387865,91.860275,85.101194,87.970718,86.844326,86.9411,84.503281,92.091051,97.117671,87.664693,77.508749,80.656235,94.557761,90.758179,91.711659,83.868251,85.516785,79.387072,84.179389,2503760,2365321,2588024,2414835,2318662,2328022,2218587,2198188,2218568,2245957,2417680,2397877,2285722,2220717,2188678,2296673,2259714,2328450,2252489,2362438,2260271,2064309,2156982,2183007,2335041,2238733,2145543,2088507,2130644,2133384
DVU2912,28.46544,27.705634,23.806381,26.230903,24.168079,27.437312,21.329631,23.641895,23.560785,22.344438,22.92763,21.231539,23.857685,20.529652,23.729505,23.481902,18.333645,23.887858,19.216934,22.15417,20.969068,20.266568,19.769839,16.392367,21.022369,17.008309,19.474578,15.390862,17.114565,16.79569,792296,780723,695260,766722,795174,837406,690794,672851,741019,645682,672867,676757,652295,667788,636507,641763,616020,623894,513888,568794,566660,489213,486887,465705,594736,537159,528682,544091,521523,503027
DVU2913,114.35214,114.771947,110.673051,105.500574,110.389427,111.533211,99.909925,106.002422,115.928991,114.679342,102.8064,107.440052,113.860495,113.158117,109.678243,108.632635,109.353617,109.282924,99.751133,104.739479,112.142319,115.72041,104.198383,103.525462,109.192907,110.98853,108.148067,98.81619,112.86243,108.800108,3048313,3034616,3037551,2864255,2897291,3017102,3020394,2983894,3035494,2882700,2938261,2926876,3140511,2868666,3089124,2882590,2975007,2915490,2674628,2798462,3012389,3050527,2924192,2960706,2927673,2920542,2839913,2683909,2901167,2812148
DVU2914,153.620287,132.159411,136.43072,144.115091,140.5553,152.310585,127.727369,139.812598,144.874915,127.933593,136.935875,142.36178,129.592241,131.987608,138.90553,130.171905,127.235489,136.420504,138.04094,131.522149,131.818591,130.518713,125.168626,129.431303,129.358422,130.82251,129.998973,133.169411,124.144339,134.595955,3293136,3161274,3139662,3269010,3354638,3485108,3041816,3501356,3347182,3060494,3192003,3308482,3285308,3119806,3227739,3196638,3008695,3282505,3177187,3044929,3106344,2996009,3056550,3070759,3175415,2985345,3155212,3083002,2905214,3069900
DVU2915,19.650027,20.862812,19.107504,19.584397,17.821512,16.256921,18.401566,19.379962,18.927728,11.589153,17.11691,14.14142,13.499583,16.057744,14.606425,13.816175,14.674905,12.721143,14.613797,9.437814,11.916334,11.796359,11.39461,11.799908,10.983332,12.215439,11.263792,11.117844,10.125335,6.91068,515759,521757,476619,501053,466845,459286,451116,474208,409967,323944,407214,369435,385460,368877,401828,306306,361270,280059,345910,310649,312199,326848,305435,303457,273629,284735,270019,230920,245834,202686
DVU2916,107.650166,110.876436,108.833407,112.585575,100.17051,107.131627,98.028794,107.817934,110.684083,109.403409,110.730306,101.016823,98.471099,96.364944,99.93531,105.061702,113.300523,101.705461,93.3934,103.7651,101.575408,107.037221,97.064103,94.710868,98.168285,92.49738,91.087593,101.517855,99.31163,92.302819,3056955,3044224,3051809,3057604,2748233,2853040,2581559,2778274,2933781,2847376,3045067,2851432,2562842,2642690,2625539,2780626,2975415,2782443,2699208,2589912,2750479,2796744,2501626,2637867,2765734,2683845,2679124,2427113,2728311,2524260
DVU2917,117.473118,116.462777,110.46297,113.000875,108.651068,108.169385,105.090414,104.503164,106.164106,111.96742,104.037451,99.618721,120.480626,108.444702,98.761028,104.048491,102.719296,107.449803,102.182815,103.981307,111.611484,107.720646,96.079691,104.554836,108.250684,100.26359,98.559034,106.346947,103.74193,103.244556,3001381,2809515,3035038,3021779,2824427,2771884,2734084,2712708,2749117,2866489,2790877,2594214,3098562,2738891,2614399,2632266,2504913,2663601,2725285,2597611,2831161,2779136,2394672,2775456,2744253,2623617,2705269,2728427,2555545,2536841
DVU2918,33.182409,34.99783,25.898885,29.260221,31.595179,29.408121,28.595814,28.140587,28.879804,26.642822,22.263769,25.873387,26.185522,26.849842,24.806341,25.915466,24.379752,21.445937,24.28546,24.114116,18.163291,21.99557,22.980031,21.562167,22.464443,19.120959,21.343382,18.852509,17.504851,19.716374,758701,735560,701731,651218,768873,695243,693369,706163,609881,614271,559852,552166,596708,578157,592232,646560,589509,523479,612044,571255,499755,445445,517077,507105,457253,425050,523804,403529,459427,485019
DVU2919,49.999077,51.038615,45.800961,49.748805,49.512204,48.233576,50.730499,45.903754,50.3947,51.343735,46.916417,44.703064,44.60752,44.256802,45.361944,45.988332,46.17846,41.719432,43.175041,41.020915,43.2692,43.763573,41.468779,43.673186,40.272723,42.523611,42.485892,42.346279,43.70645,43.255953,2309101,2262159,2105208,2247547,2033868,2074349,2274250,1988322,2166942,2101641,2137249,2163086,1880633,2011038,1978060,1989637,2224867,1870112,2009841,2052093,1993827,1992912,1554904,1984275,1826516,1988652,1932110,2014473,1739274,1857851
DVU2920,143.132362,153.793116,141.450328,146.447053,151.973872,149.394275,151.6641,147.098064,148.257667,150.473384,141.002585,146.996595,148.493585,145.741251,144.34579,144.678094,139.380929,130.965238,142.679349,143.972114,145.47109,141.419035,147.724384,141.651297,135.374128,134.20553,136.062481,146.417676,126.70822,141.170076,3723709,3730206,3799704,3783062,3843882,3761702,3797214,3900054,3729389,3818011,3706932,3701005,3691584,3656476,3647825,3680871,3459158,3283067,3513449,3612877,3725493,3637733,3693017,3552869,3478605,3499352,3270768,3645963,3285638,3527845
DVU2921,18.94255,18.096903,21.338712,21.610409,19.902525,17.185437,18.331434,15.408241,15.272231,15.070235,16.905231,16.474373,16.151235,17.736062,16.616709,13.100211,15.135674,8.943084,13.031854,11.45517,11.864926,12.827051,12.577842,12.654763,9.345961,8.063727,8.040762,9.777161,7.987449,10.353533,564152,454313,450649,524655,500965,445053,482644,416625,419599,416884,388448,385196,429660,328861,383117,284929,310597,289653,310391,266283,298371,311341,261182,251639,210637,270455,132157,251497,218013,211919
DVU2922,25.636791,26.911248,26.15177,24.520549,24.682951,23.38885,19.907245,24.105767,25.394992,25.401502,21.84118,24.625161,23.376816,27.04057,24.004668,24.829368,25.400254,21.98074,20.93892,24.308765,29.008286,25.960997,21.463796,21.780978,20.571081,23.625622,24.888132,23.949509,19.978312,20.753193,775153,704995,589575,592103,703400,704196,544358,643978,678272,665911,563201,657140,585744,755853,558145,543535,676900,614194,507764,502096,671613,551732,471676,526329,609700,508187,501215,600139,513408,505501
DVU2923,76.466029,69.541418,71.154167,71.632906,67.536169,69.657151,69.256035,70.703264,69.964699,60.79828,70.027304,72.52846,66.138069,69.04367,60.748884,68.109654,66.565339,66.182863,64.916249,62.51548,61.552256,69.174195,65.584187,61.818629,55.749383,60.19461,64.795184,63.17215,61.842551,60.529172,1713034,1608981,1577837,1551991,1663362,1679675,1553923,1692260,1566992,1496675,1414571,1521819,1532554,1481625,1597863,1480262,1596712,1296834,1581822,1367835,1404036,1392103,1383333,1430506,1314725,1564378,1445892,1374021,1358929,1381026
DVU2924,47.425259,46.129324,44.436098,49.448166,38.408415,48.112315,39.774402,41.955312,46.609984,40.143805,44.914702,45.763547,40.119227,41.611421,43.179218,40.824913,47.65764,40.673811,38.580837,40.906045,37.495188,42.679123,34.806523,40.681207,39.868726,35.639137,42.019353,38.230776,41.487103,39.203525,1340973,1089947,1189807,1272007,1046617,1314992,1113759,1140561,1145301,1211317,1103892,1205903,1177228,1117386,1193690,1072769,1218081,1111989,1065184,1085094,1053522,1054627,1041716,1023560,1029790,931977,1004031,976149,1016542,1050559
DVU2925,93.505392,85.391243,84.86864,79.821928,83.869246,78.050999,73.261372,87.602938,83.683324,77.227421,81.735514,81.460666,78.792244,77.378258,76.63714,78.088241,76.011688,83.009251,77.080834,77.673201,75.609442,78.958052,69.317671,80.198265,79.917974,71.465692,77.925951,72.322381,72.909947,74.444746,2452968,2242417,2298555,2023023,2236400,2050444,2041946,2231248,2145321,2039322,2247713,2131121,2124236,1989974,1915875,1995407,2077305,2140299,1991851,2038168,1947229,2091817,1858267,2155565,1948144,1932179,1935736,1920560,1851998,2024198
DVU2926,69.670877,63.516157,63.181999,61.86518,59.012901,60.582794,58.189715,61.700794,59.423181,53.976052,54.589356,61.279946,55.993978,61.254764,58.778506,57.376488,55.375369,56.370855,58.558471,59.54109,57.792115,50.833024,57.745161,45.20104,61.111435,55.023379,50.999665,51.376477,52.779588,54.941704,1737868,1754451,1562454,1634553,1740759,1682229,1563115,1540523,1585283,1370278,1532329,1568200,1550307,1546870,1548180,1596172,1502605,1432260,1502180,1595223,1531154,1222507,1409262,1374573,1530505,1541075,1344352,1300242,1429665,1215920
DVU2927,42.89724,43.228891,41.508332,39.634104,44.790249,43.434588,45.673306,43.376924,45.843009,47.859859,42.238714,40.284209,47.342708,41.79441,41.482937,36.269511,43.257799,44.693205,38.857332,35.129492,40.698024,35.497438,36.362543,38.84583,38.842424,37.743273,36.560364,36.113584,38.84822,29.598286,1105848,1048295,939610,1017141,1100170,1039484,1020889,1037895,1012482,1157797,1039573,896920,1076434,1021974,919874,919699,1010354,1104067,936401,969066,941479,861835,994111,852254,990317,958181,928910,866357,978803,814828
DVU2928,534.813328,568.997682,532.063889,534.055565,542.099132,535.342833,528.042729,522.067246,533.982398,542.456186,525.464356,520.794951,533.00973,528.979515,540.672034,529.059754,512.421523,514.861437,545.517902,533.484082,533.828,504.248036,531.254981,520.786313,530.476117,520.604321,517.521805,523.104494,537.578631,529.3404,13583915,14265552,13528403,13269324,13243049,13534624,13480575,12806501,13216169,13577004,13391718,12857916,13213438,13431264,13267164,13155452,12785757,12788619,13615355,13512763,13234759,12893822,12764655,12861527,13314144,13052888,12576687,12838936,13166658,13120235
DVU2929,531.533622,555.833335,514.824647,522.448337,527.622992,529.736662,517.849815,496.738394,542.416987,524.207412,513.735016,518.095338,500.288818,521.754415,502.82853,518.849121,532.70198,512.915817,499.761311,526.487872,518.401597,508.745157,522.147427,501.971407,512.683433,500.15566,504.321586,530.046932,523.273114,511.429157,13500259,14169495,13299094,13396960,13522108,13482042,13327997,12691700,13302593,13013668,13432103,13225988,12745213,13049474,12779200,13233082,13397266,12935665,12533275,13240384,13055765,13058289,13376807,12650814,12826566,12877394,12722638,13316530,12954007,13177100
DVU2930,50.99238,52.337799,58.14972,50.789788,56.909039,52.784669,54.005839,46.347669,51.664729,52.252245,53.024083,48.706371,46.597583,44.537859,50.750219,46.899714,48.439825,43.702919,50.609873,45.849328,47.032997,44.680152,47.680847,42.781059,47.011491,44.364892,37.652463,49.070415,45.01723,42.954339,1395496,1235190,1483741,1232506,1412575,1268979,1374682,1168897,1403080,1247940,1331830,1222539,1227084,1194978,1314544,1185800,1331516,1134977,1233323,1149089,1195279,1153498,1182918,1078546,1131230,1081770,999696,1140811,1068736,1127751
DVU2931,263.335514,272.166618,256.68017,237.132729,278.234895,269.045125,262.123238,269.261152,262.75735,274.694177,268.235287,271.667213,274.360561,263.965912,264.23042,263.064113,263.429912,270.775917,266.198159,261.908109,272.175863,269.179736,257.670345,254.66487,278.251878,265.003699,258.428467,274.100935,271.846005,265.282441,6795611,6992699,6686977,6150493,7108774,6987745,6305937,6596914,6493175,6787048,6515934,6957642,6707412,6329803,6578335,6626078,6608825,6625808,6740019,6572688,6586086,6652278,6645447,6451601,6872333,6622950,6329160,6774069,6950505,6520953
DVU2932,103.35901,113.035364,102.380538,95.703792,103.499283,102.791013,92.793831,104.143092,102.489261,104.082027,94.869163,93.510783,96.797923,104.911625,99.050681,97.465628,100.46505,97.278585,100.918788,95.707393,93.029366,97.403816,95.840273,89.428609,96.427994,96.60963,95.948657,92.493094,98.805619,84.691068,2897915,3164663,2944425,2848329,2990818,2961239,2747368,2865858,2754875,2779497,2756232,2756211,2773685,2867009,2670187,2716822,2691049,2746267,2751305,2702831,2657387,2771007,2707568,2616776,2716079,2695535,2838420,2669234,2805183,2464025
DVU2933,181.101709,171.837047,167.151603,163.681884,175.724691,170.258548,170.75874,171.09342,172.648892,165.472487,170.678408,177.982836,154.413129,166.499463,166.185356,165.284105,156.202525,170.143914,153.992444,159.795213,152.147141,163.470758,152.53225,159.423113,163.90934,157.909364,165.52961,158.423725,155.489465,160.342496,4642107,4582494,4563761,4267214,4527893,4407013,4400465,4402557,4358454,4231803,4261667,4691473,4167173,4145935,4194337,4239088,4170672,4216793,3891443,4218676,4142748,4259694,4119445,3899184,3991965,4075857,4139417,3974579,4039397,4096759
DVU2934,181.564793,196.627751,177.7008,174.05276,180.506458,181.424897,182.678388,173.564576,184.330501,177.350759,174.053904,181.54179,168.849866,176.067161,164.155605,175.589946,180.580587,170.169037,171.475239,176.94219,165.529619,178.820272,169.614945,177.3987,173.659675,163.296025,167.254302,167.342777,161.858877,163.140255,4390631,4788907,4449556,4594917,4591319,4751079,4540585,4616948,4586468,4186322,4439673,4669720,4145638,4219208,4188897,4407342,4593589,4210767,4454875,4527614,4390281,4576030,4041172,4456523,4275454,4176718,4387715,4224359,4076995,4398381
DVU2935,101.982282,101.422019,96.886245,105.030774,99.5952,98.291185,94.02753,98.713273,91.303891,88.805505,94.177164,100.724804,96.729629,90.116954,97.851376,84.939714,90.216826,86.692979,93.8108,94.925935,93.394207,87.629842,88.974831,87.995769,87.218937,91.516152,79.920594,88.022025,90.65816,82.246801,2528331,2315560,2386271,2466691,2459703,2465254,2297354,2398380,2323574,2256013,2409876,2409541,2366865,2173749,2236682,2447047,2269330,2222913,2346639,2246687,2175967,2164870,2307766,2120052,2302395,2190860,2013865,2240679,2186399,2102586
DVU2936,11.687114,14.975096,13.410811,11.892366,14.344112,14.674376,13.443069,10.820306,10.90619,11.663894,12.084173,9.520937,10.92482,11.608396,12.246464,12.929701,9.871673,9.659146,10.253962,8.08877,7.102061,7.464631,8.309916,7.791279,6.752091,6.320537,5.792103,6.32953,4.851008,3.824242,410764,438182,464350,444713,479672,455838,355113,391632,391431,390333,349590,323790,340202,340133,319424,350265,341477,314833,349038,323446,291769,260152,285861,302573,249517,249332,251835,272137,142979,172189
DVU2937,181.479988,195.661938,171.268786,175.445382,190.979814,184.742204,167.21878,183.523657,179.481469,161.654296,182.447614,172.644744,172.168261,167.69413,176.576864,168.945774,168.944261,173.679731,172.872252,158.383041,160.797334,166.818614,162.23885,171.771968,174.007751,172.964626,166.742839,176.601283,160.98694,159.890542,4666556,4611513,4270556,4291246,4619648,4628731,4178008,4478390,4378786,4104757,4293486,4309781,4132032,4236686,4277317,4231313,4038505,4412664,4398158,4040952,4027668,4213290,3838016,4090030,4034511,4393167,3937098,4106730,4120652,3963580
DVU2938,138.688994,141.293309,130.910201,129.802053,127.571016,136.485333,123.742928,135.976486,127.716651,132.371882,128.753911,129.666226,139.79902,138.657827,133.820236,127.643749,132.213939,129.431993,132.52406,127.244266,120.385388,134.652984,121.23885,125.239017,121.286182,121.964893,123.23705,125.417696,122.936449,120.929788,4040293,3905226,3953427,3848532,3722418,3701768,3518371,3836790,3617641,3735507,3775777,3639633,3802769,3824863,3505979,3773193,3538779,3609927,3623744,3672181,3587374,3771312,3515418,3561289,3497229,3483754,3227774,3578823,3588906,3477045
DVU2939,103.904949,110.8842,114.520848,94.888064,92.602283,107.943797,107.416414,106.292956,103.559024,99.457198,109.00778,100.83625,98.863069,86.995187,100.324181,107.374225,101.771402,101.475264,92.195245,98.817382,102.275627,97.382812,99.214408,96.143531,95.834594,104.969975,96.948503,93.857465,87.936325,101.633341,2806429,2931033,2792245,2695099,2643095,2942546,2984255,2763659,2722585,2693121,2951501,2765690,2790356,2619585,2757936,2840796,2789254,2732506,2653095,2670617,2706833,2632764,2681257,2587640,2403910,2782014,2635493,2529605,2301135,2558298
DVU2940,33.914263,29.769577,33.946542,27.336877,33.135449,26.834197,30.145701,33.926406,30.154444,30.284997,25.573699,32.189841,29.079727,34.85098,29.916392,32.957661,28.136041,32.293575,32.914873,32.487852,27.81648,31.643693,32.359262,30.57756,33.136353,29.218262,30.391683,28.667173,31.334639,29.518807,684141,712418,618271,573529,697057,585275,619115,690012,613222,654952,539389,660667,663077,686908,582907,683107,549610,621481,653072,607682,536280,604106,593066,588548,605292,563548,568538,518416,556344,535007
DVU2941,28.424294,30.375533,25.026702,28.218711,28.992672,31.120201,24.0355,26.958669,29.913186,24.820821,22.454639,26.027259,25.971058,22.420256,26.599795,27.582346,23.814652,23.17242,25.177048,26.117937,18.032165,21.498654,26.425162,23.440212,21.218779,23.06336,24.056522,21.110855,24.14988,20.561834,882901,949591,831627,971391,905941,1003124,842605,854680,873369,932682,851679,802203,812390,730104,855088,846229,727134,743279,747217,832727,589645,747053,890027,714365,743095,693018,777491,742314,745334,725161
DVU2942,175.666626,170.916475,166.414286,171.420504,170.558853,163.106284,144.397493,163.452076,168.286546,155.843361,162.254417,160.401531,171.154204,151.747191,159.709902,158.300301,145.271455,155.174086,162.290644,169.030176,162.039835,156.182497,155.343701,156.008076,149.373963,147.147471,165.343948,145.749123,151.373801,155.81084,4560430,4457654,4238516,4382274,4387109,4182606,3963949,4147937,4174903,4193676,4282220,4150603,4227288,3879960,3886391,4255567,3913211,4237056,4215590,4231110,4388215,3860539,3976653,4075111,3853868,3834201,4083497,4099262,3851219,4140136
